行政区,坐标,数量
奉贤区,"121.549244,30.898137",2
奉贤区,"121.549244,30.889137",2
奉贤区,"121.549244,30.880137",20
奉贤区,"121.549244,30.871137",169
奉贤区,"121.549244,30.862137",29
奉贤区,"121.549244,30.853137",10
奉贤区,"121.549244,30.844137",1
奉贤区,"121.549244,30.835137",3
奉贤区,"121.549244,30.826137",10
奉贤区,"121.549244,30.817137",9
奉贤区,"121.558244,30.988137",161
奉贤区,"121.558244,30.979137",229
奉贤区,"121.558244,30.970137",5
奉贤区,"121.558244,30.961137",3
奉贤区,"121.558244,30.952137",4
奉贤区,"121.558244,30.943137",4
奉贤区,"121.558244,30.934137",47
奉贤区,"121.558244,30.925137",73
奉贤区,"121.558244,30.916137",15
奉贤区,"121.558244,30.907137",6
奉贤区,"121.558244,30.898137",1
奉贤区,"121.558244,30.889137",4
奉贤区,"121.558244,30.880137",10
奉贤区,"121.558244,30.871137",16
奉贤区,"121.558244,30.862137",79
奉贤区,"121.558244,30.853137",23
奉贤区,"121.558244,30.844137",4
奉贤区,"121.558244,30.835137",7
奉贤区,"121.558244,30.826137",6
奉贤区,"121.558244,30.817137",6
奉贤区,"121.567244,30.997137",2
奉贤区,"121.567244,30.988137",173
奉贤区,"121.567244,30.979137",244
奉贤区,"121.567244,30.970137",19
奉贤区,"121.567244,30.961137",4
奉贤区,"121.567244,30.952137",5
奉贤区,"121.567244,30.943137",2
奉贤区,"121.567244,30.934137",10
奉贤区,"121.567244,30.925137",126
奉贤区,"121.567244,30.916137",18
奉贤区,"121.567244,30.907137",3
奉贤区,"121.567244,30.898137",3
奉贤区,"121.567244,30.889137",5
奉贤区,"121.567244,30.880137",7
奉贤区,"121.567244,30.871137",27
奉贤区,"121.567244,30.862137",113
奉贤区,"121.567244,30.853137",87
奉贤区,"121.567244,30.844137",3
奉贤区,"121.567244,30.835137",3
奉贤区,"121.567244,30.826137",1
奉贤区,"121.576244,30.997137",1
奉贤区,"121.576244,30.988137",3
奉贤区,"121.576244,30.979137",43
奉贤区,"121.576244,30.970137",9
奉贤区,"121.576244,30.961137",3
奉贤区,"121.576244,30.952137",2
奉贤区,"121.576244,30.943137",2
奉贤区,"121.576244,30.934137",30
奉贤区,"121.576244,30.925137",301
奉贤区,"121.576244,30.916137",157
奉贤区,"121.576244,30.907137",1
奉贤区,"121.576244,30.898137",2
奉贤区,"121.576244,30.889137",1
奉贤区,"121.576244,30.880137",6
奉贤区,"121.576244,30.871137",4
奉贤区,"121.576244,30.862137",68
奉贤区,"121.576244,30.853137",28
奉贤区,"121.585244,30.997137",1
奉贤区,"121.585244,30.988137",9
奉贤区,"121.585244,30.979137",22
奉贤区,"121.585244,30.970137",7
奉贤区,"121.585244,30.952137",1
奉贤区,"121.585244,30.943137",2
奉贤区,"121.585244,30.934137",38
奉贤区,"121.585244,30.925137",293
奉贤区,"121.585244,30.916137",135
奉贤区,"121.585244,30.907137",1
奉贤区,"121.585244,30.898137",2
奉贤区,"121.585244,30.889137",1
奉贤区,"121.585244,30.871137",1
奉贤区,"121.585244,30.862137",2
奉贤区,"121.594244,30.997137",7
奉贤区,"121.594244,30.988137",25
奉贤区,"121.594244,30.979137",25
奉贤区,"121.594244,30.970137",2
奉贤区,"121.594244,30.961137",2
奉贤区,"121.594244,30.943137",2
奉贤区,"121.594244,30.934137",5
奉贤区,"121.594244,30.925137",63
奉贤区,"121.594244,30.916137",34
奉贤区,"121.594244,30.907137",1
奉贤区,"121.594244,30.898137",2
奉贤区,"121.594244,30.889137",1
奉贤区,"121.594244,30.880137",1
奉贤区,"121.594244,30.871137",5
奉贤区,"121.594244,30.862137",6
奉贤区,"121.603244,30.997137",8
奉贤区,"121.603244,30.988137",30
奉贤区,"121.603244,30.979137",19
奉贤区,"121.603244,30.970137",4
奉贤区,"121.603244,30.961137",2
奉贤区,"121.603244,30.952137",2
奉贤区,"121.603244,30.943137",4
奉贤区,"121.603244,30.934137",6
奉贤区,"121.603244,30.925137",14
奉贤区,"121.603244,30.916137",33
奉贤区,"121.603244,30.907137",17
奉贤区,"121.603244,30.898137",14
奉贤区,"121.603244,30.889137",1
奉贤区,"121.603244,30.880137",1
奉贤区,"121.603244,30.871137",4
奉贤区,"121.603244,30.862137",4
奉贤区,"121.612244,30.997137",1
奉贤区,"121.612244,30.988137",10
奉贤区,"121.612244,30.979137",10
奉贤区,"121.612244,30.970137",2
奉贤区,"121.612244,30.961137",2
奉贤区,"121.612244,30.952137",1
奉贤区,"121.612244,30.943137",3
奉贤区,"121.612244,30.934137",2
奉贤区,"121.612244,30.925137",13
奉贤区,"121.612244,30.916137",41
奉贤区,"121.612244,30.907137",105
奉贤区,"121.612244,30.898137",113
奉贤区,"121.612244,30.889137",3
奉贤区,"121.612244,30.871137",1
奉贤区,"121.612244,30.835137",1
奉贤区,"121.621244,30.988137",4
奉贤区,"121.621244,30.979137",4
奉贤区,"121.621244,30.970137",1
奉贤区,"121.621244,30.961137",1
奉贤区,"121.621244,30.952137",1
奉贤区,"121.621244,30.943137",2
奉贤区,"121.621244,30.934137",1
奉贤区,"121.621244,30.925137",7
奉贤区,"121.621244,30.916137",63
奉贤区,"121.621244,30.907137",123
奉贤区,"121.621244,30.898137",113
奉贤区,"121.621244,30.889137",3
奉贤区,"121.621244,30.871137",1
奉贤区,"121.621244,30.862137",1
奉贤区,"121.621244,30.844137",1
奉贤区,"121.621244,30.835137",1
奉贤区,"121.630244,30.988137",4
奉贤区,"121.630244,30.979137",4
奉贤区,"121.630244,30.970137",2
奉贤区,"121.630244,30.961137",3
奉贤区,"121.630244,30.952137",6
奉贤区,"121.630244,30.943137",4
奉贤区,"121.630244,30.934137",2
奉贤区,"121.630244,30.925137",51
奉贤区,"121.630244,30.916137",238
奉贤区,"121.630244,30.907137",300
奉贤区,"121.630244,30.898137",13
奉贤区,"121.630244,30.889137",3
奉贤区,"121.630244,30.871137",2
奉贤区,"121.630244,30.862137",2
奉贤区,"121.630244,30.835137",1
奉贤区,"121.639244,30.988137",81
奉贤区,"121.639244,30.979137",87
奉贤区,"121.639244,30.970137",24
奉贤区,"121.639244,30.961137",27
奉贤区,"121.639244,30.952137",222
奉贤区,"121.639244,30.943137",254
奉贤区,"121.639244,30.934137",21
奉贤区,"121.639244,30.925137",77
奉贤区,"121.639244,30.916137",625
奉贤区,"121.639244,30.907137",689
奉贤区,"121.639244,30.898137",44
奉贤区,"121.639244,30.889137",2
奉贤区,"121.639244,30.880137",1
奉贤区,"121.639244,30.871137",12
奉贤区,"121.639244,30.862137",13
奉贤区,"121.648244,30.988137",124
奉贤区,"121.648244,30.979137",140
奉贤区,"121.648244,30.970137",37
奉贤区,"121.648244,30.961137",28
奉贤区,"121.648244,30.952137",267
奉贤区,"121.648244,30.943137",267
奉贤区,"121.648244,30.934137",16
奉贤区,"121.648244,30.925137",39
奉贤区,"121.648244,30.916137",410
奉贤区,"121.648244,30.907137",623
奉贤区,"121.648244,30.898137",96
奉贤区,"121.648244,30.889137",1
奉贤区,"121.648244,30.880137",1
奉贤区,"121.648244,30.871137",9
奉贤区,"121.648244,30.862137",12
奉贤区,"121.657244,30.988137",62
奉贤区,"121.657244,30.979137",53
奉贤区,"121.657244,30.970137",5
奉贤区,"121.657244,30.961137",4
奉贤区,"121.657244,30.952137",12
奉贤区,"121.657244,30.943137",36
奉贤区,"121.657244,30.925137",7
奉贤区,"121.657244,30.916137",82
奉贤区,"121.657244,30.907137",95
奉贤区,"121.657244,30.898137",2
奉贤区,"121.657244,30.889137",1
奉贤区,"121.657244,30.880137",1
奉贤区,"121.657244,30.871137",1
奉贤区,"121.657244,30.862137",1
奉贤区,"121.666244,30.988137",9
奉贤区,"121.666244,30.979137",10
奉贤区,"121.666244,30.961137",2
奉贤区,"121.666244,30.952137",2
奉贤区,"121.666244,30.943137",3
奉贤区,"121.666244,30.934137",1
奉贤区,"121.666244,30.925137",38
奉贤区,"121.666244,30.916137",32
奉贤区,"121.666244,30.907137",20
奉贤区,"121.666244,30.898137",1
奉贤区,"121.666244,30.889137",1
奉贤区,"121.666244,30.880137",1
奉贤区,"121.666244,30.871137",2
奉贤区,"121.666244,30.862137",1
奉贤区,"121.675244,30.988137",2
奉贤区,"121.675244,30.979137",2
奉贤区,"121.675244,30.952137",1
奉贤区,"121.675244,30.934137",8
奉贤区,"121.675244,30.925137",223
奉贤区,"121.675244,30.916137",66
奉贤区,"121.675244,30.907137",2
奉贤区,"121.675244,30.898137",2
奉贤区,"121.675244,30.889137",1
奉贤区,"121.675244,30.880137",4
奉贤区,"121.675244,30.871137",10
奉贤区,"121.675244,30.862137",6
奉贤区,"121.675244,30.853137",1
奉贤区,"121.684244,30.988137",4
奉贤区,"121.684244,30.979137",2
奉贤区,"121.684244,30.952137",1
奉贤区,"121.684244,30.943137",2
奉贤区,"121.684244,30.934137",105
奉贤区,"121.684244,30.925137",470
奉贤区,"121.684244,30.916137",126
奉贤区,"121.684244,30.907137",2
奉贤区,"121.684244,30.898137",2
奉贤区,"121.684244,30.871137",16
奉贤区,"121.684244,30.862137",6
奉贤区,"121.693244,30.988137",3
奉贤区,"121.693244,30.979137",1
奉贤区,"121.693244,30.952137",1
奉贤区,"121.693244,30.943137",1
奉贤区,"121.693244,30.934137",160
奉贤区,"121.693244,30.925137",375
奉贤区,"121.693244,30.916137",47
奉贤区,"121.693244,30.907137",2
奉贤区,"121.693244,30.898137",1
奉贤区,"121.693244,30.880137",10
奉贤区,"121.693244,30.871137",10
奉贤区,"121.693244,30.862137",1
奉贤区,"121.693244,30.853137",1
奉贤区,"121.702244,30.943137",1
奉贤区,"121.702244,30.934137",22
奉贤区,"121.702244,30.925137",115
奉贤区,"121.702244,30.916137",4
奉贤区,"121.702244,30.907137",1
奉贤区,"121.702244,30.898137",1
奉贤区,"121.702244,30.880137",2
奉贤区,"121.702244,30.871137",5
奉贤区,"121.711244,30.979137",1
奉贤区,"121.711244,30.943137",109
奉贤区,"121.711244,30.934137",97
奉贤区,"121.711244,30.925137",2
奉贤区,"121.711244,30.916137",2
奉贤区,"121.711244,30.907137",3
奉贤区,"121.711244,30.898137",1
奉贤区,"121.711244,30.889137",1
奉贤区,"121.711244,30.880137",2
奉贤区,"121.711244,30.871137",2
奉贤区,"121.711244,30.862137",1
奉贤区,"121.711244,30.853137",1
奉贤区,"121.720244,30.970137",3
奉贤区,"121.720244,30.961137",2
奉贤区,"121.720244,30.952137",4
奉贤区,"121.720244,30.943137",364
奉贤区,"121.720244,30.934137",333
奉贤区,"121.720244,30.925137",4
奉贤区,"121.720244,30.916137",2
奉贤区,"121.720244,30.907137",8
奉贤区,"121.720244,30.898137",65
奉贤区,"121.720244,30.889137",2
奉贤区,"121.720244,30.880137",1
奉贤区,"121.720244,30.862137",3
奉贤区,"121.720244,30.853137",2
奉贤区,"121.729244,30.961137",9
奉贤区,"121.729244,30.952137",6
奉贤区,"121.729244,30.943137",266
奉贤区,"121.729244,30.934137",264
奉贤区,"121.729244,30.925137",5
奉贤区,"121.729244,30.916137",8
奉贤区,"121.729244,30.907137",30
奉贤区,"121.729244,30.898137",263
奉贤区,"121.729244,30.889137",96
奉贤区,"121.729244,30.880137",4
奉贤区,"121.729244,30.871137",22
奉贤区,"121.729244,30.862137",24
奉贤区,"121.729244,30.853137",1
奉贤区,"121.738244,30.952137",7
奉贤区,"121.738244,30.943137",22
奉贤区,"121.738244,30.934137",6
奉贤区,"121.738244,30.925137",6
奉贤区,"121.738244,30.916137",5
奉贤区,"121.738244,30.907137",22
奉贤区,"121.738244,30.898137",262
奉贤区,"121.738244,30.889137",147
奉贤区,"121.738244,30.880137",7
奉贤区,"121.738244,30.871137",24
奉贤区,"121.738244,30.862137",22
奉贤区,"121.738244,30.853137",1
奉贤区,"121.747244,30.952137",4
奉贤区,"121.747244,30.943137",3
奉贤区,"121.747244,30.934137",2
奉贤区,"121.747244,30.925137",1
奉贤区,"121.747244,30.916137",8
奉贤区,"121.747244,30.907137",27
奉贤区,"121.747244,30.898137",102
奉贤区,"121.747244,30.889137",38
奉贤区,"121.747244,30.880137",6
奉贤区,"121.747244,30.871137",3
奉贤区,"121.747244,30.862137",3
奉贤区,"121.756244,30.925137",1
奉贤区,"121.756244,30.916137",26
奉贤区,"121.756244,30.907137",61
奉贤区,"121.756244,30.898137",34
奉贤区,"121.756244,30.889137",14
奉贤区,"121.756244,30.880137",9
奉贤区,"121.756244,30.871137",3
奉贤区,"121.756244,30.862137",1
奉贤区,"121.765244,30.934137",1
奉贤区,"121.765244,30.925137",2
奉贤区,"121.765244,30.916137",4
奉贤区,"121.765244,30.907137",59
奉贤区,"121.765244,30.898137",17
奉贤区,"121.765244,30.889137",12
奉贤区,"121.765244,30.880137",7
奉贤区,"121.765244,30.871137",3
奉贤区,"121.765244,30.853137",1
奉贤区,"121.774244,30.925137",2
奉贤区,"121.774244,30.916137",2
奉贤区,"121.774244,30.907137",2
奉贤区,"121.774244,30.898137",4
奉贤区,"121.774244,30.889137",2
嘉定区,"121.123755,31.361141",15
嘉定区,"121.123755,31.344141",1
嘉定区,"121.140755,31.378141",39
嘉定区,"121.140755,31.361141",10
嘉定区,"121.140755,31.344141",22
嘉定区,"121.140755,31.327141",1
嘉定区,"121.140755,31.310141",26
嘉定区,"121.157755,31.446141",1
嘉定区,"121.157755,31.412141",1
嘉定区,"121.157755,31.395141",36
嘉定区,"121.157755,31.378141",103
嘉定区,"121.157755,31.361141",35
嘉定区,"121.157755,31.344141",55
嘉定区,"121.157755,31.327141",4
嘉定区,"121.157755,31.310141",219
嘉定区,"121.157755,31.293141",887
嘉定区,"121.157755,31.276141",14
嘉定区,"121.174755,31.446141",2
嘉定区,"121.174755,31.429141",6
嘉定区,"121.174755,31.412141",7
嘉定区,"121.174755,31.395141",16
嘉定区,"121.174755,31.378141",34
嘉定区,"121.174755,31.361141",503
嘉定区,"121.174755,31.344141",19
嘉定区,"121.174755,31.327141",27
嘉定区,"121.174755,31.310141",29
嘉定区,"121.174755,31.293141",105
嘉定区,"121.174755,31.276141",123
嘉定区,"121.174755,31.259141",14
嘉定区,"121.191755,31.463141",6
嘉定区,"121.191755,31.446141",17
嘉定区,"121.191755,31.429141",7
嘉定区,"121.191755,31.412141",171
嘉定区,"121.191755,31.395141",5
嘉定区,"121.191755,31.378141",2
嘉定区,"121.191755,31.361141",2
嘉定区,"121.191755,31.344141",6
嘉定区,"121.191755,31.327141",38
嘉定区,"121.191755,31.310141",45
嘉定区,"121.191755,31.293141",72
嘉定区,"121.191755,31.276141",16
嘉定区,"121.191755,31.259141",10
嘉定区,"121.208755,31.463141",2
嘉定区,"121.208755,31.446141",4
嘉定区,"121.208755,31.429141",301
嘉定区,"121.208755,31.412141",83
嘉定区,"121.208755,31.395141",74
嘉定区,"121.208755,31.378141",10
嘉定区,"121.208755,31.361141",4
嘉定区,"121.208755,31.344141",18
嘉定区,"121.208755,31.327141",46
嘉定区,"121.208755,31.310141",154
嘉定区,"121.208755,31.293141",66
嘉定区,"121.208755,31.276141",210
嘉定区,"121.208755,31.259141",232
嘉定区,"121.225755,31.463141",5
嘉定区,"121.225755,31.446141",4
嘉定区,"121.225755,31.429141",208
嘉定区,"121.225755,31.412141",34
嘉定区,"121.225755,31.395141",40
嘉定区,"121.225755,31.378141",301
嘉定区,"121.225755,31.361141",88
嘉定区,"121.225755,31.344141",8
嘉定区,"121.225755,31.327141",39
嘉定区,"121.225755,31.310141",270
嘉定区,"121.225755,31.293141",128
嘉定区,"121.225755,31.276141",74
嘉定区,"121.242755,31.480141",2
嘉定区,"121.242755,31.463141",173
嘉定区,"121.242755,31.446141",29
嘉定区,"121.242755,31.429141",22
嘉定区,"121.242755,31.412141",64
嘉定区,"121.242755,31.395141",431
嘉定区,"121.242755,31.378141",881
嘉定区,"121.242755,31.361141",390
嘉定区,"121.242755,31.344141",224
嘉定区,"121.242755,31.327141",36
嘉定区,"121.242755,31.310141",125
嘉定区,"121.242755,31.293141",54
嘉定区,"121.242755,31.276141",103
嘉定区,"121.259755,31.463141",9
嘉定区,"121.259755,31.446141",3
嘉定区,"121.259755,31.429141",32
嘉定区,"121.259755,31.412141",135
嘉定区,"121.259755,31.395141",384
嘉定区,"121.259755,31.378141",785
嘉定区,"121.259755,31.361141",276
嘉定区,"121.259755,31.344141",402
嘉定区,"121.259755,31.327141",251
嘉定区,"121.259755,31.310141",13
嘉定区,"121.259755,31.293141",19
嘉定区,"121.259755,31.276141",131
嘉定区,"121.259755,31.259141",12
嘉定区,"121.276755,31.480141",8
嘉定区,"121.276755,31.463141",47
嘉定区,"121.276755,31.446141",20
嘉定区,"121.276755,31.429141",26
嘉定区,"121.276755,31.412141",141
嘉定区,"121.276755,31.395141",111
嘉定区,"121.276755,31.378141",389
嘉定区,"121.276755,31.361141",119
嘉定区,"121.276755,31.344141",159
嘉定区,"121.276755,31.327141",654
嘉定区,"121.276755,31.310141",52
嘉定区,"121.276755,31.293141",67
嘉定区,"121.276755,31.276141",169
嘉定区,"121.276755,31.259141",39
嘉定区,"121.293755,31.480141",5
嘉定区,"121.293755,31.463141",10
嘉定区,"121.293755,31.446141",26
嘉定区,"121.293755,31.429141",38
嘉定区,"121.293755,31.412141",8
嘉定区,"121.293755,31.395141",27
嘉定区,"121.293755,31.378141",222
嘉定区,"121.293755,31.361141",103
嘉定区,"121.293755,31.344141",236
嘉定区,"121.293755,31.327141",138
嘉定区,"121.293755,31.310141",117
嘉定区,"121.293755,31.293141",229
嘉定区,"121.293755,31.276141",288
嘉定区,"121.293755,31.259141",43
嘉定区,"121.293755,31.242141",4
嘉定区,"121.310755,31.480141",16
嘉定区,"121.310755,31.463141",7
嘉定区,"121.310755,31.446141",143
嘉定区,"121.310755,31.429141",212
嘉定区,"121.310755,31.412141",14
嘉定区,"121.310755,31.395141",2
嘉定区,"121.310755,31.378141",40
嘉定区,"121.310755,31.361141",57
嘉定区,"121.310755,31.344141",397
嘉定区,"121.310755,31.327141",112
嘉定区,"121.310755,31.310141",232
嘉定区,"121.310755,31.293141",875
嘉定区,"121.310755,31.276141",209
嘉定区,"121.310755,31.259141",132
嘉定区,"121.310755,31.242141",204
嘉定区,"121.327755,31.429141",49
嘉定区,"121.327755,31.412141",53
嘉定区,"121.327755,31.378141",11
嘉定区,"121.327755,31.361141",34
嘉定区,"121.327755,31.344141",288
嘉定区,"121.327755,31.327141",200
嘉定区,"121.327755,31.310141",390
嘉定区,"121.327755,31.293141",715
嘉定区,"121.327755,31.276141",51
嘉定区,"121.327755,31.259141",414
嘉定区,"121.327755,31.242141",866
嘉定区,"121.344755,31.327141",118
嘉定区,"121.344755,31.259141",870
嘉定区,"121.344755,31.242141",192
嘉定区,"121.361755,31.259141",674
嘉定区,"121.361755,31.242141",881
金山区,"121.006122,30.917110",2
金山区,"121.006122,30.900110",20
金山区,"121.023122,30.934110",3
金山区,"121.023122,30.917110",9
金山区,"121.023122,30.900110",140
金山区,"121.023122,30.883110",211
金山区,"121.023122,30.849110",2
金山区,"121.040122,30.900110",6
金山区,"121.040122,30.883110",11
金山区,"121.040122,30.849110",2
金山区,"121.040122,30.832110",1
金山区,"121.057122,30.900110",5
金山区,"121.057122,30.883110",5
金山区,"121.057122,30.866110",1
金山区,"121.074122,30.900110",2
金山区,"121.074122,30.883110",1
金山区,"121.074122,30.866110",112
金山区,"121.074122,30.849110",1
金山区,"121.091122,30.900110",3
金山区,"121.091122,30.883110",1
金山区,"121.091122,30.866110",9
金山区,"121.108122,30.917110",1
金山区,"121.108122,30.900110",1
金山区,"121.108122,30.883110",1
金山区,"121.108122,30.866110",4
金山区,"121.125122,30.900110",1
金山区,"121.125122,30.883110",2
金山区,"121.125122,30.781110",1
金山区,"121.142122,30.917110",1
金山区,"121.142122,30.900110",4
金山区,"121.142122,30.883110",1
金山区,"121.142122,30.866110",2
金山区,"121.142122,30.849110",1
金山区,"121.142122,30.798110",1
金山区,"121.142122,30.781110",2
金山区,"121.159122,30.917110",5
金山区,"121.159122,30.900110",622
金山区,"121.159122,30.883110",209
金山区,"121.159122,30.866110",4
金山区,"121.159122,30.849110",1
金山区,"121.159122,30.815110",1
金山区,"121.159122,30.781110",7
金山区,"121.176122,30.900110",334
金山区,"121.176122,30.883110",255
金山区,"121.176122,30.866110",3
金山区,"121.176122,30.849110",5
金山区,"121.176122,30.832110",84
金山区,"121.176122,30.815110",1
金山区,"121.176122,30.781110",2
金山区,"121.193122,30.917110",1
金山区,"121.193122,30.900110",18
金山区,"121.193122,30.883110",47
金山区,"121.193122,30.866110",2
金山区,"121.193122,30.832110",6
金山区,"121.193122,30.798110",18
金山区,"121.193122,30.781110",68
金山区,"121.210122,30.900110",73
金山区,"121.210122,30.883110",33
金山区,"121.210122,30.866110",1
金山区,"121.210122,30.849110",1
金山区,"121.210122,30.832110",4
金山区,"121.210122,30.798110",1
金山区,"121.227122,30.900110",23
金山区,"121.227122,30.883110",4
金山区,"121.227122,30.849110",1
金山区,"121.227122,30.832110",73
金山区,"121.227122,30.815110",1
金山区,"121.227122,30.798110",1
金山区,"121.227122,30.781110",4
金山区,"121.244122,30.900110",51
金山区,"121.244122,30.883110",18
金山区,"121.244122,30.866110",1
金山区,"121.244122,30.849110",1
金山区,"121.244122,30.832110",89
金山区,"121.244122,30.815110",2
金山区,"121.244122,30.798110",1
金山区,"121.244122,30.781110",96
金山区,"121.244122,30.764110",3
金山区,"121.261122,30.900110",4
金山区,"121.261122,30.866110",3
金山区,"121.261122,30.849110",2
金山区,"121.261122,30.832110",2
金山区,"121.261122,30.815110",1
金山区,"121.261122,30.798110",5
金山区,"121.261122,30.781110",16
金山区,"121.261122,30.764110",3
金山区,"121.261122,30.747110",4
金山区,"121.278122,30.883110",1
金山区,"121.278122,30.832110",3
金山区,"121.278122,30.815110",1
金山区,"121.278122,30.798110",112
金山区,"121.278122,30.781110",2
金山区,"121.278122,30.764110",1
金山区,"121.278122,30.747110",2
金山区,"121.278122,30.730110",4
金山区,"121.278122,30.713110",1
金山区,"121.278122,30.696110",1
金山区,"121.295122,30.883110",4
金山区,"121.295122,30.849110",4
金山区,"121.295122,30.832110",4
金山区,"121.295122,30.815110",11
金山区,"121.295122,30.798110",79
金山区,"121.295122,30.781110",3
金山区,"121.295122,30.747110",9
金山区,"121.295122,30.730110",43
金山区,"121.295122,30.713110",13
金山区,"121.312122,30.900110",1
金山区,"121.312122,30.883110",448
金山区,"121.312122,30.866110",2
金山区,"121.312122,30.849110",2
金山区,"121.312122,30.832110",14
金山区,"121.312122,30.815110",1
金山区,"121.312122,30.798110",14
金山区,"121.312122,30.781110",3
金山区,"121.312122,30.764110",6
金山区,"121.312122,30.747110",93
金山区,"121.312122,30.730110",466
金山区,"121.312122,30.713110",10
金山区,"121.329122,30.900110",85
金山区,"121.329122,30.883110",197
金山区,"121.329122,30.866110",11
金山区,"121.329122,30.849110",110
金山区,"121.329122,30.832110",2
金山区,"121.329122,30.815110",3
金山区,"121.329122,30.798110",1
金山区,"121.329122,30.781110",5
金山区,"121.329122,30.764110",8
金山区,"121.329122,30.747110",247
金山区,"121.329122,30.730110",817
金山区,"121.329122,30.713110",182
金山区,"121.346122,30.900110",1
金山区,"121.346122,30.883110",92
金山区,"121.346122,30.866110",11
金山区,"121.346122,30.849110",334
金山区,"121.346122,30.832110",11
金山区,"121.346122,30.815110",11
金山区,"121.346122,30.798110",4
金山区,"121.346122,30.781110",4
金山区,"121.346122,30.764110",52
金山区,"121.346122,30.747110",240
金山区,"121.346122,30.730110",874
金山区,"121.346122,30.713110",611
金山区,"121.363122,30.883110",2
金山区,"121.363122,30.866110",1
金山区,"121.363122,30.849110",2
金山区,"121.363122,30.815110",24
金山区,"121.363122,30.798110",5
金山区,"121.363122,30.781110",6
金山区,"121.363122,30.764110",173
金山区,"121.363122,30.747110",27
金山区,"121.363122,30.730110",294
金山区,"121.363122,30.713110",16
金山区,"121.380122,30.849110",1
金山区,"121.380122,30.832110",1
金山区,"121.380122,30.815110",1
金山区,"121.380122,30.798110",13
金山区,"121.380122,30.764110",47
金山区,"121.380122,30.747110",9
金山区,"121.380122,30.730110",44
金山区,"121.397122,30.798110",26
金山区,"121.397122,30.764110",4
金山区,"121.414122,30.815110",1
金山区,"121.414122,30.798110",208
金山区,"121.414122,30.781110",7
金山区,"121.431122,30.815110",3
金山区,"121.431122,30.798110",28
金山区,"121.431122,30.781110",2
金山区,"121.448122,30.781110",1
闵行区,"121.257106,31.242615",121
闵行区,"121.257106,31.225615",50
闵行区,"121.274106,31.242615",430
闵行区,"121.274106,31.225615",212
闵行区,"121.274106,31.208615",104
闵行区,"121.291106,31.225615",38
闵行区,"121.291106,31.208615",522
闵行区,"121.308106,31.225615",91
闵行区,"121.308106,31.208615",487
闵行区,"121.308106,31.191615",538
闵行区,"121.325106,31.225615",342
闵行区,"121.325106,31.208615",31
闵行区,"121.325106,31.191615",459
闵行区,"121.325106,31.174615",40
闵行区,"121.342106,31.174615",477
闵行区,"121.342106,31.157615",856
闵行区,"121.342106,31.140615",458
闵行区,"121.342106,31.055615",43
闵行区,"121.342106,31.038615",1
闵行区,"121.342106,31.021615",6
闵行区,"121.342106,31.004615",4
闵行区,"121.342106,30.987615",21
闵行区,"121.359106,31.174615",852
闵行区,"121.359106,31.157615",874
闵行区,"121.359106,31.140615",659
闵行区,"121.359106,31.123615",498
闵行区,"121.359106,31.106615",456
闵行区,"121.359106,31.055615",19
闵行区,"121.359106,31.038615",9
闵行区,"121.359106,31.021615",20
闵行区,"121.359106,31.004615",29
闵行区,"121.359106,30.987615",36
闵行区,"121.376106,31.174615",868
闵行区,"121.376106,31.157615",863
闵行区,"121.376106,31.140615",325
闵行区,"121.376106,31.123615",660
闵行区,"121.376106,31.106615",882
闵行区,"121.376106,31.089615",417
闵行区,"121.376106,31.072615",46
闵行区,"121.376106,31.055615",13
闵行区,"121.376106,31.038615",55
闵行区,"121.376106,31.021615",83
闵行区,"121.376106,31.004615",92
闵行区,"121.376106,30.987615",112
闵行区,"121.393106,31.191615",854
闵行区,"121.393106,31.174615",890
闵行区,"121.393106,31.157615",845
闵行区,"121.393106,31.140615",608
闵行区,"121.393106,31.123615",458
闵行区,"121.393106,31.106615",846
闵行区,"121.393106,31.089615",535
闵行区,"121.393106,31.072615",494
闵行区,"121.393106,31.055615",345
闵行区,"121.393106,31.038615",33
闵行区,"121.393106,31.021615",221
闵行区,"121.393106,31.004615",262
闵行区,"121.410106,31.140615",746
闵行区,"121.410106,31.123615",636
闵行区,"121.410106,31.106615",527
闵行区,"121.410106,31.089615",295
闵行区,"121.410106,31.072615",249
闵行区,"121.410106,31.055615",128
闵行区,"121.410106,31.038615",455
闵行区,"121.410106,31.021615",318
闵行区,"121.410106,31.004615",860
闵行区,"121.427106,31.123615",603
闵行区,"121.427106,31.106615",163
闵行区,"121.427106,31.089615",352
闵行区,"121.427106,31.072615",131
闵行区,"121.427106,31.055615",50
闵行区,"121.427106,31.038615",200
闵行区,"121.427106,31.021615",456
闵行区,"121.427106,31.004615",593
闵行区,"121.444106,31.106615",159
闵行区,"121.444106,31.089615",268
闵行区,"121.444106,31.072615",107
闵行区,"121.444106,31.055615",148
闵行区,"121.444106,31.038615",248
闵行区,"121.444106,31.021615",52
闵行区,"121.461106,31.089615",53
闵行区,"121.461106,31.072615",48
闵行区,"121.461106,31.055615",68
闵行区,"121.461106,31.038615",738
闵行区,"121.461106,31.021615",32
闵行区,"121.478106,31.106615",100
闵行区,"121.478106,31.089615",41
闵行区,"121.478106,31.072615",1
闵行区,"121.478106,31.055615",6
闵行区,"121.478106,31.038615",166
闵行区,"121.478106,31.021615",5
闵行区,"121.495106,31.106615",174
闵行区,"121.495106,31.089615",146
闵行区,"121.495106,31.072615",293
